Run,Model,Attack Intensity,Accuracy,Confidence
2,AA,4.0,0.009999999776482582,0.5556296706199646
2,AA,8.0,0.019999999552965164,0.6109645962715149
2,AN,0.0,0.6599999666213989,2.8592283725738525
2,AN,0.1,0.0,12.767763137817383
2,AN,0.25,0.0,14.456405639648438
2,AN,0.5,0.0,12.510025024414062
2,AN,1.0,0.0,9.049158096313477
2,AN,2.0,0.0,7.014867782592773
2,AN,4.0,0.0,6.185922622680664
2,AN,8.0,0.0,5.441307067871094
3,UU,0.0,0.9300000071525574,7.448726177215576
3,UU,0.1,0.0,23.37076187133789
3,UU,0.25,0.0,22.824159622192383
3,UU,0.5,0.0,22.749433517456055
3,UU,1.0,0.0,19.581186294555664
3,UU,2.0,0.0,14.788013458251953
3,UU,4.0,0.0,13.058865547180176
3,UU,8.0,0.0,12.35423755645752
3,UA,0.0,0.6800000071525574,2.732753038406372
3,UA,0.1,0.1899999976158142,2.6175363063812256
3,UA,0.25,0.11999999731779099,3.484114408493042
3,UA,0.5,0.10999999940395355,1.510155439376831
3,UA,1.0,0.11999999731779099,1.123007893562317
3,UA,2.0,0.07000000029802322,1.4661660194396973
3,UA,4.0,0.07999999821186066,1.4362869262695312
3,UA,8.0,0.10999999940395355,1.4385589361190796
3,UN,0.0,0.6200000047683716,4.375913619995117
3,UN,0.1,0.0,16.857629776000977
3,UN,0.25,0.0,19.027441024780273
3,UN,0.5,0.0,20.78805160522461
3,UN,1.0,0.0,18.053937911987305
3,UN,2.0,0.0,14.327332496643066
3,UN,4.0,0.0,12.445691108703613
3,UN,8.0,0.0,11.848254203796387
3,AU,0.0,0.8299999833106995,3.801931619644165
3,AU,0.1,0.0,15.42247486114502
3,AU,0.25,0.0,16.092912673950195
3,AU,0.5,0.0,13.326122283935547
3,AU,1.0,0.0,10.150482177734375
3,AU,2.0,0.0,7.94308614730835
3,AU,4.0,0.0,5.942398548126221
3,AU,8.0,0.0,6.111369609832764
3,AA,0.0,0.7899999618530273,2.5221710205078125
3,AA,0.1,0.04999999701976776,3.609015464782715
3,AA,0.25,0.0,3.276416540145874
3,AA,0.5,0.029999999329447746,2.0978546142578125
3,AA,1.0,0.019999999552965164,1.2780778408050537
3,AA,2.0,0.019999999552965164,0.6629126667976379
3,AA,4.0,0.009999999776482582,0.605363130569458
3,AA,8.0,0.0,0.5194413065910339
3,AN,0.0,0.6800000071525574,3.144357204437256
3,AN,0.1,0.0,13.159064292907715
3,AN,0.25,0.0,13.96456241607666
3,AN,0.5,0.0,12.514683723449707
3,AN,1.0,0.0,8.983593940734863
3,AN,2.0,0.0,7.104617595672607
3,AN,4.0,0.0,5.817681789398193
3,AN,8.0,0.0,5.665864944458008
4,UU,0.0,0.8299999833106995,6.195417404174805
4,UU,0.1,0.0,23.79732322692871
4,UU,0.25,0.0,21.721961975097656
4,UU,0.5,0.0,23.088233947753906
4,UU,1.0,0.0,19.371826171875
4,UU,2.0,0.0,16.186283111572266
4,UU,4.0,0.0,14.237285614013672
4,UU,8.0,0.0,13.634029388427734
4,UA,0.0,0.5999999642372131,2.3743789196014404
4,UA,0.1,0.14000000059604645,2.5836029052734375
4,UA,0.25,0.07000000029802322,2.962693929672241
4,UA,0.5,0.03999999910593033,1.342995285987854
4,UA,1.0,0.019999999552965164,1.2850751876831055
4,UA,2.0,0.029999999329447746,1.3815466165542603
4,UA,4.0,0.03999999910593033,1.3540596961975098
4,UA,8.0,0.04999999701976776,1.3740037679672241
4,UN,0.0,0.5799999833106995,4.0281171798706055
4,UN,0.1,0.0,16.63692855834961
4,UN,0.25,0.0,18.232912063598633
4,UN,0.5,0.0,21.16081428527832
4,UN,1.0,0.0,18.47010612487793
4,UN,2.0,0.0,14.855390548706055
4,UN,4.0,0.0,13.58721923828125
4,UN,8.0,0.0,11.871294021606445
4,AU,0.0,0.7199999690055847,3.376552104949951
4,AU,0.1,0.0,15.508515357971191
4,AU,0.25,0.0,15.751204490661621
4,AU,0.5,0.0,13.334521293640137
4,AU,1.0,0.0,9.676325798034668
4,AU,2.0,0.0,7.19378662109375
4,AU,4.0,0.0,6.354891300201416
4,AU,8.0,0.0,5.681141376495361
4,AA,0.0,0.6499999761581421,2.1709909439086914
4,AA,0.1,0.029999999329447746,3.2770767211914062
4,AA,0.25,0.019999999552965164,3.0592525005340576
4,AA,0.5,0.019999999552965164,2.0393528938293457
4,AA,1.0,0.029999999329447746,1.1347217559814453
4,AA,2.0,0.019999999552965164,0.9266265034675598
4,AA,4.0,0.029999999329447746,0.5559531450271606
4,AA,8.0,0.029999999329447746,0.5265228152275085
4,AN,0.0,0.6699999570846558,2.691936492919922
4,AN,0.1,0.0,12.93673324584961
4,AN,0.25,0.0,14.183454513549805
4,AN,0.5,0.0,11.93277359008789
4,AN,1.0,0.0,9.662529945373535
4,AN,2.0,0.0,6.596664905548096
4,AN,4.0,0.0,5.56196403503418
4,AN,8.0,0.0,5.821084976196289
